CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME
493565228,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493572297,L2V,THOROLD,35,3546,Niagara,3546,Niagara Region Public Health Department
493576242,R0E,OAKBANK,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493583137,H2R,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493591588,J4B,BOUCHERVILLE,24,2416,Montérégie,2416,Région de la Montérégie
493594893,T2N,CALGARY,48,4832,Calgary,4832,Calgary Zone
493595562,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493687692,K1Y,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493857553,H2J,MONTREAL,24,2406,Montréal,2406,Région de Montréal
494000530,E1G,MONCTON,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
494079952,R3V,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
494110535,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
494269159,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
494273841,K7P,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
494308302,M8Z,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
494534717,K9L,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health
494534731,T1J,LETHBRIDGE,48,4831,South,4831,South Zone
494534931,V6Y,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
494536114,V5M,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
494540641,B3N,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central
494540698,M4N,TORONTO,35,3595,Toronto,3595,Toronto Public Health
494540953,S7T,SASKATOON,47,4704,Saskatoon,474,Saskatoon
494542078,B0N,BROOKFIELD,12,1204,Zone 4 - Central,1204,Zone 4 - Central
494543063,L8G,STONEY CREEK,35,3537,Hamilton,3537,Hamilton Public Health Services
494545781,L9T,MILTON,35,3536,Halton,3536,Halton Region Health Department
494547229,T4P,RED DEER,48,4833,Central,4833,Central Zone
494547244,K7M,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
494548163,R3Y,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
494550417,T6R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
494552418,R7B,BRANDON,46,4602,Prairie Mountain,4602,Prairie Mountain Health
494557355,S3N,YORKTON,47,4703,Central,473,Central
494558518,T4P,RED DEER,48,4833,Central,4833,Central Zone
494560682,N3W,CALEDONIA,35,3534,Haldimand-Norfolk,3534,Haldimand-Norfolk Health Unit
494563896,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone
494567184,V3R,SURREY,59,5902,Fraser,591,Fraser
494569754,V1T,VERNON,59,5901,Interior,592,Interior
494572498,N9G,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
494573547,R3P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
494576389,V1M,LANGLEY,59,5902,Fraser,591,Fraser
494577754,X0E,HAY RIVER,61,6101,NWT,6101,Northwest Territories
494580664,V1C,CRANBROOK,59,5901,Interior,592,Interior
494580904,K8P,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
494635768,G2B,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
494636860,L4E,RICHMOND HILL,35,3570,York,3570,York Region Public Health
494649385,L3X,NEWMARKET,35,3570,York,3570,York Region Public Health
494655633,L4P,KESWICK,35,3570,York,3570,York Region Public Health
494662489,K2L,KANATA,35,3551,Ottawa,3551,Ottawa Public Health
494665141,L9N,HOLLAND LANDING,35,3570,York,3570,York Region Public Health
494666279,L6G,MARKHAM,35,3570,York,3570,York Region Public Health
494674377,L6T,BRAMPTON,35,3553,Peel,3553,Peel Public Health
494685756,N2E,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
494689395,K8N,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
494711736,L6A,MAPLE,35,3570,York,3570,York Region Public Health
494715561,L8B,WATERDOWN,35,3537,Hamilton,3537,Hamilton Public Health Services
494725786,B4V,BRIDGEWATER,12,1201,Zone 1 - Western,1201,Zone 1 - Western
494735947,B0E,BADDECK,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern
494752557,C1A,CHARLOTTETOWN,11,1100,Prince Edward Island,1100,Prince Edward Island
494755017,S7V,SASKATOON,47,4704,Saskatoon,474,Saskatoon
494832470,A1K,TORBAY,10,1011,Eastern,1011,Eastern Regional Health Authority
494844608,N2B,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
494883279,V7G,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
494894003,T3P,CALGARY,48,4832,Calgary,4832,Calgary Zone
494964884,L9H,DUNDAS,35,3537,Hamilton,3537,Hamilton Public Health Services
495022385,E2K,SAINT JOHN,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area)
495033691,P0M,CHELMSFORD,35,3561,Sudbury,3561,Sudbury and District Health Unit
495034928,P0G,NOBEL,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
495035390,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health
495036069,P4N,TIMMINS,35,3556,Porcupine,3556,Porcupine Health Unit
495039371,K0H,INVERARY,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
495051278,K9V,LINDSAY,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
495058073,A0L,PASADENA,10,1013,Western,1013,Western Regional Health Authority
495062201,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
495063690,L1N,WHITBY,35,3530,Durham,3530,Durham Region Health Department
495064174,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
495065966,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
495073702,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone
495073897,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone
495076297,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone
495076776,V1Y,KELOWNA,59,5901,Interior,592,Interior
495078960,R3Y,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
495081005,M5C,TORONTO,35,3595,Toronto,3595,Toronto Public Health
495085514,V9W,CAMPBELL RIVER,59,5904,Island,593,Vancouver Island
495088063,V1C,CRANBROOK,59,5901,Interior,592,Interior
495090887,R3R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
495105330,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
495108076,V7N,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
495115019,X0C,ARVIAT,62,6201,Nunavut,6201,Nunavut
495117363,P0K,MATHESON,35,3556,Porcupine,3556,Porcupine Health Unit
495125420,V2A,PENTICTON,59,5901,Interior,592,Interior
495128663,P0P,MASSEY,35,3561,Sudbury,3561,Sudbury and District Health Unit
495129675,V2N,PRINCE GEORGE,59,5905,Northern,594,Northern
495142516,V2A,PENTICTON,59,5901,Interior,592,Interior
495147015,T5K,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
495148905,N7M,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
495149394,B0J,HUBBARDS,12,1204,Zone 4 - Central,1204,Zone 4 - Central
495174755,N6H,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
495174909,V8B,SQUAMISH,59,5903,Vancouver Coastal,595,Vancouver Coastal
495191669,V7P,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
495209110,V2E,KAMLOOPS,59,5901,Interior,592,Interior
495315711,N1G,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
495321798,K2G,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
495336657,L3X,NEWMARKET,35,3570,York,3570,York Region Public Health
495341301,N2J,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
495344897,P0J,NEW LISKEARD,35,3563,Timiskaming,3563,Timiskaming Health Unit
495352275,T5W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
495363887,X1A,YELLOWKNIFE,61,6101,NWT,6101,Northwest Territories
495366481,V1E,SALMON ARM,59,5901,Interior,592,Interior
495370590,C1B,STRATFORD,11,1100,Prince Edward Island,1100,Prince Edward Island
495419559,P7C,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
495420686,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
495427994,L1N,WHITBY,35,3530,Durham,3530,Durham Region Health Department
495440850,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
495454162,N6K,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
495454885,V9S,NANAIMO,59,5904,Island,593,Vancouver Island
495574064,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
495620369,K0C,ALEXANDRIA,35,3558,Eastern,3558,Eastern Ontario Health Unit
495645374,P0L,MOONBEAM,35,3556,Porcupine,3556,Porcupine Health Unit
495677102,L1G,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
495732418,L6M,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department
495811595,N3L,PARIS,35,3527,Brant,3527,Brant County Health Unit
496062041,K0M,MINDEN,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
496154447,V1V,KELOWNA,59,5901,Interior,592,Interior
496450103,K1G,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
496528049,K1B,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health
496728036,T5H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
496951099,K0L,DOURO-DUMMER,35,3555,Peterborough,3555,Peterborough Public Health
496955329,M6G,TORONTO,35,3595,Toronto,3595,Toronto Public Health
496978536,V3B,PORT COQUITLAM,59,5902,Fraser,591,Fraser
496983429,T2Z,CALGARY,48,4832,Calgary,4832,Calgary Zone
497010886,B4B,HAMMONDS PLAINS,12,1204,Zone 4 - Central,1204,Zone 4 - Central
497053361,P7A,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
497082097,T6E,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
498645565,S9H,SWIFT CURRENT,47,4706,South,476,South
498774424,V9B,VICTORIA,59,5904,Island,593,Vancouver Island
499285481,R0C,GIMLI,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
